ID,JAN,商品名,ASIN,ブランド,売れ筋ランキング,先月購入数,カテゴリー,セラー数,バリエーション,カート価格,新品現在価格,FBA最安値,仕入価格,粗利益,損益分岐(仕入上限),利益率,ROI,仕入判定,FBA手数料,紹介料率,重量・サイズ,危険物,Amazonリンク,Keepaリンク,sedori_poipoi,画像URL,Amazon本体有無,出品制限フラグ,下落回数(30日),納品送料概算,リサーチ日時,仕入済,発送方法,転送済フラグ,SKU,手配書フラグ,仕入個数
fc4369c9,4976790385848,PYREX グラタン・ドリアオンザ テーブル 1.2L CP-8584 透明,B01N57CF2N,Pyrex,57400,7,ホーム＆キッチン,7,有,1866,1866,,770,,1121,,,,465,15,210x176x56mm 660g,No,https://www.amazon.co.jp/dp/B01N57CF2N,https://keepa.com/#!product/5-B01N57CF2N,http://localhost:3000/?q=B01N57CF2N,https://m.media-amazon.com/images/I/51VsSAlRZAL.jpg,無,,7,,2026/03/01 11:32:00,,,,770_20260301_1121_B01N57CF2N,,
48c624de,4973307687785,スケーター(Skater) 弁当箱 抗菌 保存容器 ランチボックス 3個セット 日本製 スヌーピー スケートボード SRS3SAG-A,B0DNM7C6S6,スケーター(Skater),45252,30,ホーム＆キッチン,9,有,1089,1089,,605,-130,475,-12%,-21%,✖️ 見送り,434,15,141x96x55mm 150g,No,https://www.amazon.co.jp/dp/B0DNM7C6S6,https://keepa.com/#!product/5-B0DNM7C6S6,http://localhost:3000/?q=B0DNM7C6S6,https://m.media-amazon.com/images/I/51UXnmBDYTL.jpg,無,,11,,2026/03/01 11:31:00,,FBA,,605_20260301_491_B0DNM7C6S6,,1
1a7341de,4973307624452,スケーター(Skater) ストロー付き 水筒 プッシュオープン式 400ml ディノサウルス ピクチャー SSH4C-A,B0BYC3S1L8,スケーター(Skater),69733,7,ホーム＆キッチン,3,有,616,616,,935,-752,183,-122%,-80%,✖️ 見送り,399,5,227x108x91mm 190g,No,https://www.amazon.co.jp/dp/B0BYC3S1L8,https://keepa.com/#!product/5-B0BYC3S1L8,http://localhost:3000/?q=B0BYC3S1L8,https://m.media-amazon.com/images/I/51Q0-u5galL.jpg,有,,7,,2026/03/01 11:30:00,,FBA,,935_20260301_186_B0BYC3S1L8,,1
a3514444,4973307688867,スケーター(Skater) 水筒 子供用 直飲み 480ml プラスチック ワンタッチ 食洗機対応 日本製 サンリオ I'm Doraemon ドラえもん ギンガム PSB5SANAG-A,B0DJ8HNJWN,スケーター(Skater),158860,9,ホーム＆キッチン,9,有,1341,1341,,935,-271,664,-20%,-29%,✖️ 見送り,455,15,223x82x78mm 140g,No,https://www.amazon.co.jp/dp/B0DJ8HNJWN,https://keepa.com/#!product/5-B0DJ8HNJWN,http://localhost:3000/?q=B0DJ8HNJWN,https://m.media-amazon.com/images/I/61XD5MbyVvL.jpg,有,,9,,2026/03/01 11:30:00,,FBA,,935_20260301_684_B0DJ8HNJWN,,1
dd8eea11,4973307693366,スケーター(Skater) 水筒 子供用 直飲み 480ml プラスチック ワンタッチ 食洗機対応 日本製 クレヨンしんちゃん 25 男の子 女の子 PSB5SANAG-A,B0DK6Q3XQP,スケーター(Skater),38723,10,ホーム＆キッチン,6,有,742,742,,935,-705,230,-95%,-75%,✖️ 見送り,389,15,222x98x78mm 140g,No,https://www.amazon.co.jp/dp/B0DK6Q3XQP,https://keepa.com/#!product/5-B0DK6Q3XQP,http://localhost:3000/?q=B0DK6Q3XQP,https://m.media-amazon.com/images/I/61aWxCHtjBL.jpg,有,,13,,2026/03/01 11:30:00,,FBA,,935_20260301_241_B0DK6Q3XQP,,1
67d624f7,4973307687822,スケーター(Skater) 水筒 子供用 直飲み 480ml プラスチック ワンタッチ 食洗機対応 日本製 スヌーピー スケートボード 男の子 女の子 PSB5SANAG-A,B0DMDNZRXW,スケーター(Skater),87807,5,ホーム＆キッチン,6,有,1711,1711,,935,38,973,2%,4%,✖️ 見送り,455,15,223x94x76mm 120g,No,https://www.amazon.co.jp/dp/B0DMDNZRXW,https://keepa.com/#!product/5-B0DMDNZRXW,http://localhost:3000/?q=B0DMDNZRXW,https://m.media-amazon.com/images/I/61UcH43sZAL.jpg,有,,5,,2026/03/01 11:29:00,,FBA,,935_20260301_999_B0DMDNZRXW,,1
735a1f68,4901008313665,キャンメイク ラスティングリキッドライナー06 ローズグレージュ 1個 (x 1),B09X3TMMK2,キャンメイク,21882,30,ビューティー,22,有,1180,1180,,769,,767,,,,318,8,130x32x22mm 10g,No,https://www.amazon.co.jp/dp/B09X3TMMK2,https://keepa.com/#!product/5-B09X3TMMK2,http://localhost:3000/?q=B09X3TMMK2,https://m.media-amazon.com/images/I/41a-D4yf1pL.jpg,無,,17,,2026/02/28 21:43:00,FALSE,自己発,,769_20260228_767_B09X3TMMK2,,
29f39a69,4901008315881,キャンメイク シティライトアイズ 04 シャモアピンク 1.0g 単色アイシャドウ ラメ パール コーラルピンク,B0BY66RSF5,キャンメイク,35209,20,ビューティー,16,有,670,670,,439,194,633,29%,44%,✖️ 見送り,222,5,38x32x12mm 10g,No,https://www.amazon.co.jp/dp/B0BY66RSF5,https://keepa.com/#!product/5-B0BY66RSF5,http://localhost:3000/?q=B0BY66RSF5,https://m.media-amazon.com/images/I/71ISuuJtuyL.jpg,無,,14,,2026/02/28 21:21:00,,自己発,,439_20260228_414_B0BY66RSF5,,
e7db9e41,4001686315101,Haribo ハリボー ハッピーコーラ 200g ×5個,B08DPB9DT3,HARIBO,6416,50,食品・飲料・お酒,1,有,1915,1915,,1345,359,1704,19%,27%,○ 仕入れ対象,465,10,218x152x80mm 1020g,No,https://www.amazon.co.jp/dp/B08DPB9DT3,https://keepa.com/#!product/5-B08DPB9DT3,http://localhost:3000/?q=B08DPB9DT3,https://m.media-amazon.com/images/I/81c6X6xcyCL.jpg,有,,20,,2026/02/28 18:54:00,,自己発,,1345_20260228_1258_B08DPB9DT3,,1
5493215f,4901008315874,キャンメイク シティライトアイズ 03 オーキッドモーヴ 1.0g 単色アイシャドウ ラメ パール モーヴピンク,B0BY67HCP8,キャンメイク,35168,10,ビューティー,14,有,624,624,,439,150,589,24%,34%,✖️ 見送り,222,5,38x33x12mm 10g,No,https://www.amazon.co.jp/dp/B0BY67HCP8,https://keepa.com/#!product/5-B0BY67HCP8,http://localhost:3000/?q=B0BY67HCP8,https://m.media-amazon.com/images/I/61-a5NqBoBL.jpg,無,,14,,2026/02/28 16:10:00,,自己発,,439_20260228_370_B0BY67HCP8,,
85757021,4901008315164,キャンメイク スマートミニアイブロウカラー N02 おしゃれパープル カラー眉 極細ブラシ ウォータープルーフ お湯オフ 1個 (x 1),B0B82V872G,キャンメイク,5403,50,ビューティー,20,有,600,600,,384,183,567,31%,48%,✖️ 見送り,222,5,98x23x14mm 10g,No,https://www.amazon.co.jp/dp/B0B82V872G,https://keepa.com/#!product/5-B0B82V872G,http://localhost:3000/?q=B0B82V872G,https://m.media-amazon.com/images/I/511gbdz3+7L.jpg,無,,47,,2026/02/28 16:10:00,,自己発,,384_20260228_348_B0B82V872G,,
46f26246,4939553042433,セザンヌ ウォータリーティントリップ マット M2 ウォームオレンジ 4.0g ティント処方 マットリップ,B0B369VLJJ,セザンヌ,35229,20,ビューティー,10,有,650,650,,329,285,614,44%,87%,✖️ 見送り,222,5,98x19x17mm 10g,No,https://www.amazon.co.jp/dp/B0B369VLJJ,https://keepa.com/#!product/5-B0B369VLJJ,http://localhost:3000/?q=B0B369VLJJ,https://m.media-amazon.com/images/I/51tpGTLWU5L.jpg,有,,11,,2026/02/28 16:09:00,,自己発,,329_20260228_395_B0B369VLJJ,,
e53aea62,4901008315805,キャンメイク アイカラーマジシャン 01 思い出の喫茶店 3.6ml リキッドアイシャドウ クリーム 赤みブラウン ラメ パール 1,B0BL27NQRJ,キャンメイク,5460,100,ビューティー,48,有,440,440,,197,-13,184,-3%,-7%,✖️ 見送り,222,7,92x32x19mm 20g,No,https://www.amazon.co.jp/dp/B0BL27NQRJ,https://keepa.com/#!product/5-B0BL27NQRJ,http://localhost:3000/?q=B0BL27NQRJ,https://m.media-amazon.com/images/I/41La0Uw-aoL.jpg,無,,39,,2026/02/28 16:08:00,,,,197_20260228_187_B0BL27NQRJ,,
cf1d11f5,4901008315331,キャンメイク リップトリックライナー H02 天然ベージュ ハイライト リップ用 ペンシル型 1.5mm 繰り出し式,B0CRGGWB16,キャンメイク,24286,20,ビューティー,12,有,612,612,,329,249,578,41%,76%,✖️ 見送り,222,5,136x20x19mm 10g,No,https://www.amazon.co.jp/dp/B0CRGGWB16,https://keepa.com/#!product/5-B0CRGGWB16,http://localhost:3000/?q=B0CRGGWB16,https://m.media-amazon.com/images/I/31PCmcm+OKL.jpg,有,,11,,2026/02/28 16:08:00,,自己発,,329_20260228_359_B0CRGGWB16,,
b2785ca2,4901008316116,キャンメイク スタイリングデュアルアイブロウ 03 ローズフォグ ワックスベース×パウダーベース ふんわり立体眉 1個 (x 1),B0BY67ZFHF,キャンメイク,32236,10,ビューティー,22,有,570,570,,329,-13,316,-2%,-4%,✖️ 見送り,222,5,56x52x9mm 10g,No,https://www.amazon.co.jp/dp/B0BY67ZFHF,https://keepa.com/#!product/5-B0BY67ZFHF,http://localhost:3000/?q=B0BY67ZFHF,https://m.media-amazon.com/images/I/61pCG62ovuL.jpg,有,,9,,2026/02/28 16:07:00,,,,329_20260228_319_B0BY67ZFHF,,
1ce8d652,4901008316093,キャンメイク スタイリングデュアルアイブロウ 01 ナチュラルブラウン ワックスベース×パウダーベース ふんわり立体眉,B0BY67SJ88,キャンメイク,32236,8,ビューティー,17,有,490,490,,329,134,463,27%,41%,✖️ 見送り,222,5,57x46x12mm 10g,No,https://www.amazon.co.jp/dp/B0BY67SJ88,https://keepa.com/#!product/5-B0BY67SJ88,http://localhost:3000/?q=B0BY67SJ88,https://m.media-amazon.com/images/I/61u-1R-cp-L.jpg,無,,8,,2026/02/28 16:07:00,,自己発,,329_20260228_243_B0BY67SJ88,,
d0900c4d,4901008314327,キャンメイク ライティングリキッドアイズ 04 ミルキーシャーベット 1個 (x 1),B096QWMB2P,キャンメイク,25283,30,ビューティー,21,有,660,660,,329,72,401,11%,22%,✖️ 見送り,222,5,86x30x16mm 20g,No,https://www.amazon.co.jp/dp/B096QWMB2P,https://keepa.com/#!product/5-B096QWMB2P,http://localhost:3000/?q=B096QWMB2P,https://m.media-amazon.com/images/I/41ElP8x14uL.jpg,無,,16,,2026/02/28 16:07:00,,,,329_20260228_405_B096QWMB2P,,
03aa8fa0,4901008316116,キャンメイク スタイリングデュアルアイブロウ 03 ローズフォグ ワックスベース×パウダーベース ふんわり立体眉 1個 (x 1),B0BY67ZFHF,キャンメイク,32236,10,ビューティー,22,有,570,570,,329,-13,316,-2%,-4%,✖️ 見送り,222,5,56x52x9mm 10g,No,https://www.amazon.co.jp/dp/B0BY67ZFHF,https://keepa.com/#!product/5-B0BY67ZFHF,http://localhost:3000/?q=B0BY67ZFHF,https://m.media-amazon.com/images/I/61pCG62ovuL.jpg,有,,9,,2026/02/28,,自己発,,,,1
aa790a44,4976555820805,（まとめ買い）ドギーマン おなかにやさしい ワンワン超ぷちパン 120g 犬用 【×24】,B07MPYX6F2,ドギーマン,170494,0,ペット用品,7,無,5180,5180,,198,4355,4553,84%,2199%,△ 要確認,624,11,280x250x245mm 3350g,No,https://www.amazon.co.jp/dp/B07MPYX6F2,https://keepa.com/#!product/5-B07MPYX6F2,http://localhost:3000/?q=B07MPYX6F2,https://m.media-amazon.com/images/I/71HLJMho71L.jpg,無,,0,,2026/02/28 14:32:00,FALSE,自己発,,198_20260228_3986_B07MPYX6F2,,
e3d0359e,4901301217677,【まとめ買い】ニベア リップ ウォータリングリップ 無香料 3.5g 24個セット,B0FJLCWXPP,花王(Kao),,0,ビューティー,1,無,15375,15375,,328,15047,15375,98%,4588%,△ 要確認,,,300x300x300mm,No,https://www.amazon.co.jp/dp/B0FJLCWXPP,https://keepa.com/#!product/5-B0FJLCWXPP,http://localhost:3000/?q=B0FJLCWXPP,https://m.media-amazon.com/images/I/41U8PMrOxJL.jpg,無,,0,,2026/02/27 18:00:00,,自己発,,328_20260227_0_B0FJLCWXPP,,
0a41aaba,4571607692685,DROAS ドロアス クレイクリアウォッシュ（リラックマコラボ） シトラスライラックの香り,B0F9YB9382,DROAS(ドロアス),2431,200,ビューティー,5,有,850,850,,659,116,775,14%,18%,✖️ 見送り,389,8,213x130x47mm 140g,No,https://www.amazon.co.jp/dp/B0F9YB9382,https://keepa.com/#!product/5-B0F9YB9382,http://localhost:3000/?q=B0F9YB9382,https://m.media-amazon.com/images/I/41SDmOhB2eL.jpg,有,,38,,2026/02/27 17:23:00,,自己発,,659_20260227_393_B0F9YB9382,,
01d20f4f,4901301293183,ニベア モイストピュアカラーリップ チェリーレッド 3.5g,B00YQTZFMO,ニベア,394322,0,ビューティー,,無,,,,328,-328,0,0%,-100%,✖️ 見送り,222,9,127x71x18mm 14g,No,https://www.amazon.co.jp/dp/B00YQTZFMO,https://keepa.com/#!product/5-B00YQTZFMO,http://localhost:3000/?q=B00YQTZFMO,https://m.media-amazon.com/images/I/71jurmU0aDL.jpg,無,,0,,2026/02/27 17:19:00,,自己発,,328_20260227_0_B00YQTZFMO,,
9575c06e,4985275798790,【ELASTINE 公式 リニューアル発売】エラスティン リニューアル パヒューム (ラブミー シャンプー 本体 400ｍL),B0DBH24YBS,§ｅｌ∞ＥＬＡＳＴＩＮＥ,,0,ビューティー,2,無,1103,1103,,438,567,1005,51%,129%,✖️ 見送り,288,8,10x10x10mm 1g,No,https://www.amazon.co.jp/dp/B0DBH24YBS,https://keepa.com/#!product/5-B0DBH24YBS,http://localhost:3000/?q=B0DBH24YBS,https://m.media-amazon.com/images/I/51d1yUHGS-L.jpg,無,,0,,2026/02/27 16:55:00,,自己発,,438_20260227_726_B0DBH24YBS,,
c4b26cce,4901301370181,【4個セット】ニベア プレミアムボディミルク エンリッチ 190g,B07WZS3JQ3,ニベア,,0,ビューティー,1,無,4129,4129,,658,2235,2893,54%,340%,△ 要確認,781,10,,No,https://www.amazon.co.jp/dp/B07WZS3JQ3,https://keepa.com/#!product/5-B07WZS3JQ3,http://localhost:3000/?q=B07WZS3JQ3,https://m.media-amazon.com/images/I/41T1Mp6-n6L.jpg,無,,0,,2026/02/27 16:54:00,,FBA,,658_20260227_2935_B07WZS3JQ3,🚓 逮捕(keepa),
9e466a94,4902111775722,LUX(ラックス) スーパーリッチシャイン トリートメント 本体 150g とろとろ キンモクセイ 洗い流すトリートメント,B0DJCND4DK,LUX,12274,100,ビューティー,2,有,453,453,,576,-163,413,-36%,-28%,✖️ 見送り,389,8,195x79x47mm 170g,No,https://www.amazon.co.jp/dp/B0DJCND4DK,https://keepa.com/#!product/5-B0DJCND4DK,http://localhost:3000/?q=B0DJCND4DK,https://m.media-amazon.com/images/I/619mCgNFvBL.jpg,有,,13,,2026/02/27 16:51:00,,自己発,,576_20260227_27_B0DJCND4DK,,
5daada68,4902111747019,LUX(ラックス) プレミアム ボタニフィーク ダメージリペア トリートメント つめかえ用 350g ×2個,B078FM9GZC,MP,432983,0,ビューティー,9,無,1557,1557,,603,782,1385,50%,130%,✖️ 見送り,781,10,,No,https://www.amazon.co.jp/dp/B078FM9GZC,https://keepa.com/#!product/5-B078FM9GZC,http://localhost:3000/?q=B078FM9GZC,https://m.media-amazon.com/images/I/61-QRUpwKyL.jpg,無,,0,,2026/02/27 16:50:00,,自己発,,603_20260227_620_B078FM9GZC,,1
ec548557,4580781732773,オーバーシーズ スパイスアップ シーソルト 110g,B0FM7BWN42,オーバーシーズ,144604,8,食品・飲料・お酒,2,無,642,642,,483,123,606,19%,25%,✖️ 見送り,368,5,125x45x44mm 140g,No,https://www.amazon.co.jp/dp/B0FM7BWN42,https://keepa.com/#!product/5-B0FM7BWN42,http://localhost:3000/?q=B0FM7BWN42,https://m.media-amazon.com/images/I/51SNWZjGizL.jpg,有,,8,,2026/02/27 16:37:00,,自己発,,483_20260227_241_B0FM7BWN42,,
bd4a48de,4580781732810,オーバーシーズ スパイスアップ ヒマラヤピンクソルト 110g,B0FCMFJYT8,オーバーシーズ,25134,50,食品・飲料・お酒,1,無,642,642,,483,-245,238,-38%,-51%,✖️ 見送り,368,5,127x44x43mm 160g,No,https://www.amazon.co.jp/dp/B0FCMFJYT8,https://keepa.com/#!product/5-B0FCMFJYT8,http://localhost:3000/?q=B0FCMFJYT8,https://m.media-amazon.com/images/I/51-k2gohm-L.jpg,有,,14,,2026/02/27 16:36:00,,,,483_20260227_241_B0FCMFJYT8,,
36ccc6bc,4580781732780,オーバーシーズ スパイスアップ ブラックペッパー 50g,B0FCMGD3K1,オーバーシーズ,15398,200,食品・飲料・お酒,1,無,642,642,,483,123,606,19%,25%,✖️ 見送り,368,5,126x45x44mm 120g,No,https://www.amazon.co.jp/dp/B0FCMGD3K1,https://keepa.com/#!product/5-B0FCMGD3K1,http://localhost:3000/?q=B0FCMGD3K1,https://m.media-amazon.com/images/I/51MBPgEbMEL.jpg,有,,14,,2026/02/27 16:35:00,,自己発,,483_20260227_241_B0FCMGD3K1,,1
0277a173,4580781732797,オーバーシーズ スパイスアップ レインボーペッパー 48g,B0FCYC1DCM,オーバーシーズ,46938,50,食品・飲料・お酒,1,無,642,642,,483,123,606,19%,25%,✖️ 見送り,368,5,125x47x47mm 100g,No,https://www.amazon.co.jp/dp/B0FCYC1DCM,https://keepa.com/#!product/5-B0FCYC1DCM,http://localhost:3000/?q=B0FCYC1DCM,https://m.media-amazon.com/images/I/51nYUdRa6-L.jpg,有,,9,,2026/02/27 16:35:00,,自己発,,483_20260227_241_B0FCYC1DCM,,
33c09115,4515996937064,カルディ チュモッパの素 韓国おにぎり 85g×1袋 KALDI チュモッパのもと 韓国おにぎりの素 おむすび まぜこみ 混ぜ込み,B0CRH2Y93W,KALDI(カルディ),27983,40,食品・飲料・お酒,6,無,850,850,,537,238,775,28%,44%,✖️ 見送り,399,8,256x198x35mm 130g,No,https://www.amazon.co.jp/dp/B0CRH2Y93W,https://keepa.com/#!product/5-B0CRH2Y93W,http://localhost:3000/?q=B0CRH2Y93W,https://m.media-amazon.com/images/I/6134eYeQ7QL.jpg,無,,14,,2026/02/27 16:34:00,,自己発,,537_20260227_383_B0CRH2Y93W,,
